timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1538953368534,2131,HTTP Request,200,OK,Thread Group 1-1,text,true,,2002,169,1,1,http://info.venturepulse.org:8080/service-webapp/api/AllEmployeeResources,2130,0,174
